# security split manifest (sample)
cusip,part
46435U440,development
46435U473,development
46435U515,development
46435U549,development
46435U556,development
46435U663,development
46435U697,development
46435U713,development
46435U796,development
46435U853,development
46435U861,development
46435UAA9,holdout
46436E122,development
46436E130,development
46436E148,development
46436E155,development
46436E163,development
46436E189,development
46436E197,holdout
46436E205,development
46436E221,development
46436E239,development
46436E247,development
46436E254,development
46436E262,development
46436E270,development
46436E288,development
46436E296,development
46436E312,development
46436E320,development
46436E338,development
46436E346,development
46436E353,development
46436E361,development
46436E379,development
46436E387,development
46436E395,development
46436E403,holdout
46436E411,holdout
46436E429,development
46436E437,development
46436E445,holdout
46436E460,development
46436E478,development
46436E486,holdout
46436E494,holdout
46436E502,development
46436E510,development
46436E528,development
46436E536,development
46436E544,development
46436E551,development
46436E569,development
46436E577,holdout
46436E585,development
46436E593,development
46436E601,development
46436E619,development
46436E668,development
46436E676,development
46436E684,holdout
46436E692,development
46436E718,development
46436E726,development
46436E742,holdout
46436E759,development
46436E767,holdout
46436E817,holdout
46436E825,development
46436E833,development
46436E841,development
46436E858,development
46436E866,holdout
46436E874,development
46436E882,development
46436F103,holdout
46438F101,development
46438G109,development
46438G117,development
46438G125,development
46438G133,development
46438G141,development
46438G158,holdout
46438G166,holdout
46438G174,development
46438G182,development
46438G190,development
46438G208,development
46438G216,development
46438G224,development
46438G232,development
46438G240,development
46438G257,holdout
46438G265,development
46438G273,development
46438G281,holdout
46438G299,development
46438G307,development
46438G315,development
46438G323,development
46438G331,development
46438G349,development
46438G356,development
46438G364,development
46438G372,development
46438G380,holdout
46438G398,development
46438G406,development
46438G414,holdout
46438G422,development
46438G430,development
46438G448,development
46438G455,development
46438G463,holdout
46438G471,development
46438G489,holdout
46438G497,development
46438G505,development
46438G513,development
46438G521,development
46438G539,development
46438G547,development
46438G554,holdout
46438G562,development
46438G570,development
46438G588,development
46438G596,development
46438G604,development
46438G612,development
46438G620,development
46438G638,development
46438G646,holdout
46438G653,holdout
46438G661,development
46438G679,development
46438G687,holdout
46438G695,holdout
46438G703,development
46438G711,holdout
46438G729,development
46438G737,development
46438G745,development
46438G752,development
46438G760,development
46438G778,holdout
46438G786,development
46438G794,development
46438G802,development
46438G810,development
46438G828,development
46438G836,development
46438G844,development
46438G851,development
46438G869,development
46438G877,development
46438G885,holdout
46438M106,development
46438R105,development
46438T101,development
46439G108,holdout
46489V104,development
46489V302,holdout
46500E867,development
46501C100,development
46520M204,development
465246106,development
46527C209,development
465562106,development
46564T107,development
46565G104,development
465712107,holdout
46571Y107,development
465741106,development
465741AN6,holdout
465741AQ9,development
46578C108,development
46583A113,development
46583A204,development
46583A303,development
46590V100,development
46591M109,development
466032109,development
46604H204,development
46620W201,development
46625H100,development
46625H365,development
466313103,holdout
466367109,development
46641Q118,development
46641Q126,holdout
46641Q134,holdout
46641Q142,development
46641Q159,development
46641Q167,holdout
46641Q175,development
46641Q191,development
46641Q209,development
46641Q217,development
46641Q225,development
46641Q233,development
46641Q241,holdout
46641Q258,development
46641Q266,development
46641Q274,development
46641Q282,development
46641Q290,development
46641Q308,development
46641Q324,development
46641Q332,holdout
46641Q340,holdout
46641Q373,development
46641Q399,development
46641Q407,development
46641Q449,holdout
46641Q647,development
46641Q654,holdout
46641Q670,holdout
46641Q738,development
46641Q746,development
46641Q753,development
46641Q761,development
46641Q779,development
46641Q837,development
46641Q845,holdout
46641Q852,development
46641Q878,holdout
46641Q886,development
46654Q104,development
46654Q203,development
46654Q476,development
46654Q484,development
46654Q518,development
46654Q542,development
46654Q559,holdout
46654Q575,development
46654Q583,development
46654Q591,development
46654Q609,development
46654Q617,development
46654Q633,development
46654Q641,development
46654Q658,development
46654Q690,development
46654Q708,development
46654Q716,holdout
46654Q724,development
46654Q732,development
46654Q740,development
46654Q757,development
46654Q765,development
46654Q773,development
46654Q781,holdout
46654Q799,development
46654Q807,development
46654Q815,development
46654Q823,holdout
46654Q831,development
46654Q849,holdout
46654Q856,development
46655E100,development
46658E107,development
46817M107,development
46982L108,development
46990A102,development
47010C706,holdout
47010C805,holdout
47010C888,development
47010E108,development
47012E403,development
470299108,development
47030M106,development
47074L105,development
47074LAB1,development
47089W104,development
47100L301,development
471024109,development
47103J105,development
47103N106,development
47103U100,holdout
47103U209,development
47103U670,development
47103U688,development
47103U696,development
47103U720,holdout
47103U738,development
47103U746,holdout
47103U753,development
47103U787,development
47103U795,development
47103U845,development
47103U852,development
47103U886,holdout
47109U104,holdout
471871103,development
471871202,development
472145AD3,development
472145AF8,development
472145AH4,development
47215P106,development
47215PAJ5,development
47233W109,development
47248R103,development
47580P103,development
47632P101,development
477143101,holdout
477143AP6,development
477143AR2,development
47714H118,development
47714H308,development
47733C207,development
47737C104,holdout
47737L203,development
47737L302,development
47738D309,development
47759T100,holdout
47760D102,development
47768J101,development
47775AAA9,development
477839104,development
477839AB0,holdout
47804J107,development
47804J206,development
47804J677,development
47804J685,development
47804J693,development
47804J719,development
47804J743,development
47804J750,development
47804J792,development
47804J818,holdout
47804J834,development
47804J842,development
47804J859,development
47805L101,holdout
478160104,development
479167108,development
47973J102,development
48020Q107,development
48115J109,development
48123V102,development
48123VAH5,development
48133Q309,development
48138M105,development
48203N111,development
48203R104,holdout
48208B203,holdout
48208F105,development
48208F303,holdout
48238T109,development
48241A105,development
48242W106,development
482480100,development
482497104,development
48249T106,development
48251K100,development
48251W104,development
48251W500,development
48253L205,development
48268K101,holdout
482738101,development
48282T104,development
482929106,development
482931102,development
483007704,development
48301N104,holdout
483104204,holdout
483104402,development
483119202,holdout
483119301,development
483379202,development
483467106,holdout
483497103,development
483548103,holdout
483709101,development
48553T106,development
48563L101,holdout
48576A100,development
48576U106,development
48576U205,development
48581R205,development
485859102,holdout
485859110,development
485859201,development
485924104,development
485925101,development
486606106,development
48662X105,development
48666K109,development
48669G105,development
48669G303,development
486917107,development
48716P108,development
487836108,development
488152208,development
48817R870,development
48826D201,development
488401100,development
488445206,development
489170100,development
489398107,development
491292108,development
49177J102,development
492327101,holdout
49271V100,development
492854104,development
493144109,development
493267108,development
49338L103,development
49372L100,holdout
49372L209,holdout
493732101,development
49382L108,development
49427F108,development
49428J109,development
49435R102,development
494368103,development
49446R109,development
49456B101,holdout
49456W105,development
49457M106,development
49457M205,development
49461C102,development
49639K101,development
496719105,development
496902404,holdout
496904202,development
49705R105,development
49714P108,development
49721T309,development
49721T507,development
497266106,development
497498105,development
49803T300,development
49845K101,development
49876K103,holdout
498894104,development
499049104,holdout
49907V102,development
49907V201,development
499238103,development
499238202,development
49926D109,development
500081104,holdout
50012A108,development
50015M109,development
500255104,development
50043K406,holdout
500472303,development
50050N103,development
500600101,development
50060P106,development
500631106,holdout
500643200,development
50066V107,development
50066V305,holdout
500688106,development
500688AH9,development
500692108,development
500754106,holdout
500767181,holdout
500767215,development
500767272,development
500767306,development
500767330,development
500767363,development
500767397,development
500767405,holdout
500767454,holdout
500767470,development
500767579,development
500767587,development
500767611,development
500767645,development
500767652,holdout
500767660,development
500767678,development
500767694,development
500767736,development
500767751,holdout
500767769,holdout
500767827,development
500767835,development
500767850,holdout
500767876,development
50077B207,development
500946108,development
500948302,development
500948872,development
50101L106,holdout
501044101,development
50105F105,development
50107A104,development
501147102,development
50116V107,development
501229108,holdout
501242101,development
50125G109,development
50125G307,development
501270102,holdout
50127T109,development
501506133,development
501506604,development
501506703,development
50155Q100,development
501575104,development
50172T103,development
50172T202,development
50172T400,development
50180M108,development
501812AB7,development
501812AD3,development
50181P100,development
50186A108,development
50186A132,holdout
50186V102,development
50187J207,development
50187T106,holdout
501889208,holdout
50189K103,development
501976104,holdout
50202M102,development
50202MAB8,holdout
50202P105,development
50202P204,development
502074503,development
50212V100,holdout
50215C109,development
50215C208,holdout
50215C307,development
502160104,development
50216C108,holdout
502175102,development
502431109,holdout
504922105,development
505336107,holdout
50535E116,holdout
50540R409,development
505743104,development
50736T102,holdout
510700107,development
510704109,development
511637100,development
511656100,holdout
511795106,development
51216F109,development
512807108,development
512807306,holdout
512816109,development
513272104,development
513847103,holdout
514766104,development
514952100,holdout
51504L107,development
515069201,development
515098101,development
51509F105,holdout
51509P103,development
516544103,development
516544AB9,holdout
516548203,development
51654W101,development
51655R101,development
51655R119,development
51655R200,development
516806205,development
517097101,holdout
517125100,development
517834107,development
51807Q100,holdout
51817R205,development
51819L107,development
518415104,development
518416102,development
518416201,development
518416409,development
518416508,holdout
518416607,development
518416805,holdout
518416839,holdout
518416854,development
518416870,development
518439104,holdout
518613203,development
520776105,development
52110H100,development
52110H209,development
52110K103,development
52110K301,development
52110K400,development
52110K608,development
52110K707,development
52110M109,development
52168R109,development
52178J303,development
521865204,development
52187K200,development
52328E105,development
523768406,holdout
524660107,development
52466B103,development
524682101,development
524682200,development
524682309,development
52468L406,development
52468L505,development
52468L786,development
52468L810,development
52468L877,development
52472M101,development
52474R207,development
52476L109,development
52490G102,development
525327102,development
525558201,development
525558AB8,development
52567D107,development
52567D115,development
52603A208,development
52603B107,development
526057104,holdout
526057302,holdout
526107107,development
52634L108,development
52635N103,development
52661A108,development
527064109,holdout
527064208,holdout
527289789,development
52736R102,development
52886N117,holdout
52886N406,development
52886X107,development
528872302,development
528877103,development
529043101,development
529043309,development
529043408,development
529900102,development
53000N108,development
530158104,development
530307107,development
530307305,development
53044R867,holdout
530715AG6,development
530715AL5,development
53073L203,development
530909100,development
530909308,holdout
53115L104,development
531229722,development
531229748,development
531229755,development
531229771,development
531229789,development
531229813,development
531229854,holdout
531229AP7,development
531229AQ5,development
531465102,development
53190C102,development
531914109,development
53216B104,holdout
532206109,development
532206AC3,holdout
53220K504,development
53222K205,development
53222Q103,development
53224K302,development
532257805,development
53225G102,development
53225G201,development
532275104,development
53228F101,development
53229C107,holdout
53229X101,development
532457108,development
53261M104,development
53261M203,holdout
53263P105,development
53271X108,development
532746104,holdout
533535100,development
533714101,development
533900106,development
534187109,development
535219109,development
535555106,development
53566P109,development
53566V106,holdout
53578M102,holdout
53578P105,development
535919401,development
535919500,development
53620U110,development
53620U300,holdout
536221104,holdout
536221112,development
53626M104,development
53626N102,development
53626N902,development
53630L100,development
53630X203,development
53632A300,development
53635B107,holdout
53635D202,development
53656F136,development
53656F144,holdout
53656F151,development
53656F169,development
53656F268,development
53656F383,holdout
53656F417,holdout
53656F599,holdout
53656F607,development
53656F623,development
53656F664,holdout
53656F680,development
53656F706,development
53656F763,holdout
53656F789,development
53656F805,development
53656F821,development
53656F847,development
53656F854,development
53656F862,development
53656G191,development
53656G498,development
53656G563,holdout
53656H595,holdout
53656H751,development
53656H835,holdout
536797103,development
53680Q207,development
53680QAA6,development
53681J103,development
53681K100,development
537008104,development
53700T736,development
53700T744,holdout
53700T751,development
53700T793,holdout
53700T827,development
53802LAB8,development
538034109,development
538034BA6,development
538034BC2,development
53803X105,holdout
538086117,development
538142308,development
538146101,development
538146309,development
538146AD3,development
53814L108,holdout
53814LAB4,holdout
53814X102,development
53814X300,development
53815P108,development
53838J105,development
53838J113,development
53838L100,development
539183AA1,development
539319111,development
539319301,holdout
53933L203,development
53934A115,development
53934A123,development
53934A206,development
539439109,development
53946R106,development
53947R105,development
53960E114,development
53960E205,development
539830109,development
540424108,development
541098109,development
54150E104,development
54300N103,development
54303L104,development
54303L203,development
543518104,holdout
54352F206,development
54570M116,development
54570M207,development
54570M306,holdout
54572F101,development
546347105,development
54738L109,development
548661107,holdout
54948X109,holdout
549498103,development
549498202,development
54960E104,holdout
54960E203,development
54975P102,development
54975P201,development
550021109,development
55003A108,development
55003A207,development
55003T107,development
550241103,development
550249106,development
55024U109,development
55024UAB5,holdout
55024UAD1,development
55024UAF6,development
55024UAH2,holdout
55025L108,development
55028X109,development
550351100,development
550424105,development
550424303,holdout
550550107,development
55083R104,development
55083R203,development
55087P104,development
55087PAB0,development
55087PAD6,holdout
55234L105,development
55234L204,development
55261F104,holdout
55262C100,development
552641102,development
552676108,development
552690109,development
552727109,development
55272X607,development
552737108,holdout
552738106,development
55273C107,development
55274E102,holdout
55277P104,development
55279B301,development
552848103,development
55285N109,development
55286W108,development
55286W207,development
55286W306,development
55286W405,holdout
55286W504,development
55286W801,development
55286W884,development
55287L101,development
552939100,holdout
55293N109,development
552953101,development
55303J106,development
55305B101,development
55306N104,development
55306NAB0,holdout
55317F108,development
55318A108,development
55328R109,development
553368101,development
55336V100,development
55345K103,holdout
553498106,development
553530106,development
55354G100,development
553745118,development
553745126,holdout
553745209,development
553745308,development
553745407,development
55374X208,development
553800111,development
55380K109,development
55380K125,development
55380K133,development
553810102,holdout
553859109,development
55405W104,holdout
55405Y100,development
55405YAB6,holdout
55405YAD2,development
55406W103,development
554225102,development
554382101,development
55445L100,development
554489104,development
55453W105,development
55453W501,development
555927409,development
555927508,development
555927607,development
555927862,development
555927870,development
556099109,development
55616P104,holdout
556269108,development
55658T105,holdout
557437100,development
557441201,development
557441508,development
558256103,development
55825T103,development
55826T102,development
55826TAB8,development
558868105,development
55903Q104,development
559166103,development
559222401,development
55933J203,development
55939A107,holdout
55955D100,development
559663109,development
55977T208,development
56035L104,holdout
56064K100,development
56064Q107,development
56064Y100,development
560667107,development
560667305,development
56087FAD6,development
56089A400,development
56117J100,holdout
56146T103,development
56155L108,development
56164V105,development
56164V204,development
56164V402,development
56167N266,development
56167N753,development
56167R606,development
56167R705,development
56167R820,development
56170L562,development
56170L612,development
56170L687,development
56170L695,development
56270V106,development
56270V205,development
562750109,holdout
562803106,development
563420108,development
563571405,holdout
563771203,development
56400P706,holdout
56418H100,development
56501R106,development
565394103,development
56564V119,development
56565P103,development
565759206,holdout
565788106,development
565788AD8,development
565788AF3,holdout
565788AH9,holdout
565849106,development
56585A102,development
56600D107,development
56624R108,development
566324109,development
566330106,holdout
566330AB2,development
567908108,holdout
56804T205,development
568423107,development
568427108,development
56854Q200,holdout
570535104,holdout
57055L206,development
57060D108,development
57064N102,holdout
57064N201,development
57064P107,holdout
57064P206,development
57142B104,development
57164Y107,development
57164YAD9,holdout
57164YAF4,holdout
571748102,development
571903202,holdout
573075108,development
573134103,holdout
573284106,development
573331105,development
573863107,holdout
573874104,holdout
57403M104,development
574599106,development
574795100,development
574817102,holdout
575385109,development
57628N101,development
57630J304,development
57630J403,development
576323109,development
57633B100,development
57636Q104,development
57637H103,development
57638P104,development
576485205,holdout
57667L107,development
57667T100,development
576690101,development
576810105,holdout
576810303,holdout
576853105,development
57686G105,development
577081102,holdout
577096100,development
577125784,development
577125792,holdout
577125826,development
577125834,development
577128101,development
577130578,holdout
577130610,development
577130628,development
577345101,development
57776J100,development
57777K106,development
57778N307,holdout
57778N406,development
577933104,development
578473100,development
578605107,holdout
578784100,development
579780107,development
579780206,holdout
580135101,development
58039P305,development
580589109,development
580907103,development
58155Q103,development
583435102,development
583435201,development
583435409,development
583543301,development
583928106,development
58403P303,development
58450D104,development
58450V104,development
58463J304,development
58468P206,development
58470H101,development
58471K202,development
58490H107,development
58502B106,holdout
58506Q109,development
58507V107,development
58510H103,development
585464100,holdout
586001109,development
58733R102,development
587376104,development
58759A116,development
588056101,development
58844R108,development
58933Y105,development
589378108,development
589381110,development
589400100,development
589492107,development
58958P104,development
58985J105,development
589889104,holdout
589889AB0,development
59001A102,development
59001ABF8,holdout
590106100,development
590328209,development
59045L106,development
59045L205,development
590479135,holdout
590479408,development
59064R109,development
590660106,development
590672101,development
590717104,development
590717401,development
59100U108,development
59102M104,development
59124U605,development
59134N104,development
59151K108,development
591520200,development
59156R108,development
59165J105,development
591774104,development
59267L107,holdout
592688105,development
592770101,development
592834105,development
59318B108,development
59318D104,development
59318E102,holdout
59318T109,development
59356Q108,development
59490A100,holdout
594918104,development
594960304,development
594972408,development
594972887,development
594972AC5,development
594972AE1,holdout
594972AJ0,development
594972AL5,development
594972AN1,development
594972AQ4,development
594972AS0,development
594972AU5,development
595017104,development
595017302,development
595017AU8,development
595017BG8,development
59503A204,development
595112103,development
59516C106,development
59516C114,development
59522J103,development
59540G107,development
59564R708,development
596278101,development
596278AB7,development
596304204,development
596680108,holdout
597742105,development
59833H200,development
598511103,development
59935P209,development
59935V107,development
59982U200,holdout
600544100,holdout
600551204,development
601137102,development
602496101,development
60255C885,development
602566101,development
602566309,development
602687105,development
603158106,development
603170101,development
603380205,holdout
60365F109,holdout
60365W201,development
603693102,development
603693201,holdout
60458C104,holdout
60468T105,development
60471A101,development
604749101,development
604749AB7,development
60500F204,development
60510V108,development
60646V105,development
60649T107,development
606710200,development
606710AA9,development
606822104,development
60687Y109,development
60688N102,development
60705V103,development
607371101,holdout
60739N101,development
60741F104,holdout
60742B102,holdout
60742B110,development
60742N114,development
60743F128,development
60743G100,development
60743G209,development
60744M106,development
607525102,development
60770K107,development
607828100,holdout
60783X104,holdout
60784B101,development
60785L207,development
60785L306,development
60786M105,development
60800C208,development
608012308,development
608190104,development
60853G106,development
608550208,development
60855D200,development
60855D309,development
60855D408,development
60855R100,development
60871R209,development
60879E119,development
60879E200,development
60879E309,development
60879E408,development
609027107,development
609207105,development
60937P106,development
60937PAD8,development
60938K304,development
609786108,development
609839105,development
610236101,development
61023L108,development
61023L207,development
610335101,development
61174X109,holdout
612160101,development
61218C103,development
61225M102,holdout
61244M117,holdout
615111101,development
615369105,holdout
615394202,development
615394301,development
61559X104,development
61692G109,development
617446448,holdout
61744H105,holdout
61745C105,development
617468103,development
617477104,holdout
61769L841,holdout
61769L858,development
617700109,development
61774A103,development
61774R106,development
61774R114,development
61774R205,holdout
61774R304,holdout
61774R403,holdout
61774R502,development
61774R601,development
61774R700,development
61774R767,development
61774R817,development
61774R825,development
61774R833,holdout
61774R841,development
61774R858,development
61774R866,holdout
61774R882,holdout
61775R105,holdout
617760202,development
61945C103,holdout
620071100,development
620076307,development
62011B201,holdout
62014P504,development
62188E103,development
62403K116,development
62404B115,development
624580106,holdout
62459M107,development
62459M206,development
62459M305,development
62459N105,development
62464R109,development
624756102,holdout
624758108,development
62482R107,development
62526P307,development
62526P406,development
62548M100,development
62548M209,development
626717102,development
626755102,development
627333107,development
627333305,development
62818Q203,development
62818Q302,development
62844N307,development
62844N406,development
628464109,development
62855J104,development
62856X102,development
62856X201,development
62856X300,development
62857J201,development
62857X101,development
628778102,holdout
62878D100,holdout
62886E108,development
62886HAX9,development
62886HBD2,development
62886HBK6,development
62886HBT7,development
628877201,holdout
628988107,development
629070103,development
62911P201,development
62911P300,development
62913M107,holdout
62914V106,development
62914VAF3,development
62914VAJ5,development
62914VAK2,development
629156407,development
629209305,development
62921N105,development
629337106,development
629377508,development
629377CG5,development
6293JP109,development
629444100,development
629444209,development
629445206,holdout
62944T105,development
62945V109,development
62955J103,development
62955X102,development
62955X409,development
629579103,development
62957HAL9,development
63001N106,development
630079101,development
630087302,development
63008G203,development
63008J603,holdout
63008J884,development
63009J107,development
63009R109,holdout
63010H108,holdout
630402105,development
631103108,development
632307104,development
632307AB0,holdout
632347100,development
633707104,development
634865109,development
635017106,development
635309206,development
635906100,development
636180101,development
636274409,holdout
63633D104,development
636518102,development
637215104,holdout
637372202,development
637417106,development
637870106,development
63845R107,holdout
638517102,development
63873X307,development
63873X406,development
63873X505,development
63875W208,holdout
63875W307,development
63875W406,development
638842302,development
63884N108,development
63886Q109,development
63888P406,holdout
63888U108,development
63900P608,holdout
639027101,development
63903P118,development
63903R106,development
639057207,development
63905A200,development
63909J108,development
63910B102,development
63911H108,development
63911H116,holdout
63911H207,development
63911H306,development
63911H405,development
639193101,development
63938C108,development
63942X106,development
63945M107,development
63947X101,development
640268108,development
640268306,development
64031N108,development
640442208,development
640491106,development
64049K203,holdout
64049M209,development
64049MAB6,development
64051A101,development
64051M709,development
640655106,holdout
640655114,development
640671400,development
64073B103,development
64079L303,development
64081V109,development
64082B102,development
64082X203,holdout
640979100,development
64107A105,development
64107A113,development
64107N206,holdout
64110D104,development
64110L106,holdout
64110W102,development
64110Y108,development
64111Q104,holdout
64113L103,development
64113L202,development
64115A402,development
64115T104,development
64119N608,development
64119V303,development
64121N109,development
64124P101,development
641255807,holdout
641255880,development
64125C109,holdout
641288105,development
64128C106,development
64129H104,development
64130M209,development
64130M308,holdout
64131A105,development
64132K102,development
64132K201,development
64132R206,development
64132R404,development
64132R503,development
64133Q108,development
64134X201,holdout
64135A101,holdout
64135A200,development
64135A408,development
64135A606,development
64135A705,development
64135A804,development
64135A853,development
64135A887,holdout
64135M105,development
64136E102,development
64157F103,holdout
641871108,development
641876800,development
64190A103,development
642045108,holdout
643611106,development
64361Q101,development
64428N109,development
644323107,development
644393100,development
64440N103,development
644535106,development
64550A107,development
64550A115,development
645827205,development
646025106,holdout
647551100,development
647581206,development
64782A107,holdout
64822P106,development
64823D110,development
64828T201,holdout
64829B100,development
649439304,development
649445103,development
649445400,development
64944P307,holdout
64953X308,holdout
64953X407,development
649604840,development
650111107,development
65101L112,development
651229106,development
651587107,development
65158N102,development
651639106,holdout
651718504,development
65249B109,development
65249B208,development
65250K105,development
652526203,development
65290C105,development
65290E101,development
652941105,development
65336K103,development
65339F101,holdout
65339F119,holdout
65339F655,holdout
65339F663,development
65339F713,development
65339KCY4,development
65340G205,development
65340P106,development
65341B106,holdout
65341D102,development
65342K105,development
65342T106,development
65342V101,development
65343C102,development
65343E108,development
65343E207,development
65344D109,holdout
65344E107,development
65344G201,development
65345B110,development
65345B201,development
65345M108,development
65345N106,development
65346E204,development
653656108,development
653656AB4,development
65373A109,development
65373J209,development
65405R302,development
65406E102,development
654106103,development
654110105,development
654110303,development
65441V101,development
65441V200,development
65442R208,development
65443P102,holdout
65445K119,development
654484609,development
654503101,development
65473P105,development
65481N100,development
65487K100,development
65487U108,development
65487X102,development
65488A101,development
65488A119,development
654902204,development
655186500,development
655187102,development
655187110,holdout
655187201,development
65528N113,development
65528N204,development
65531Y106,development
65535H208,development
65540B105,development
65540B303,development
655663102,development
655664100,development
655844108,development
656553104,development
656811106,development
659310106,development
66373M200,development
66373M408,development
66405S100,development
664121100,development
664925708,development
664925807,development
664925864,development
664925880,development
66510M204,development
665162111,development
665162129,holdout
665162137,development
665162145,development
665162194,holdout
665162210,development
665162228,holdout
66516T112,development
66537J408,development
66537J507,holdout
66537J606,development
66537J705,holdout
66537J796,development
66537J804,development
66537J820,development
66537J838,development
66537J846,development
66537J853,development
66537J861,development
66537J887,holdout
66538F140,development
66538H179,holdout
66538H187,development
66538H195,development
66538H237,development
66538H245,development
66538H260,holdout
66538H278,development
66538H369,holdout
66538H393,development
66538H419,development
66538H534,holdout
66538H567,development
66538H591,development
66538H633,development
66538H641,development
66538H658,development
66538H666,holdout
66538J738,development
66538R532,development
66538R722,holdout
66538R730,development
66538R748,development
665531307,development
665531AJ8,development
665742110,development
665809109,development
665859104,holdout
66611T108,development
66661N886,development
666762109,development
666807102,holdout
66718N111,holdout
667340103,development
66765N105,development
667746101,development
668074305,development
668771108,holdout
668771116,holdout
669549107,holdout
66979P300,development
66979W842,development
66980MAB2,holdout
66981J102,development
66982D104,development
66982D112,holdout
66982H105,holdout
66987E206,development
66987P300,development
66987P409,development
66987P508,development
66987V109,holdout
670002401,development
67000B104,development
67000B203,development
670100205,development
67010L100,holdout
67011P100,development
67011T300,development
67011XAB9,development
67018T105,development
67021W103,development
67021W301,development
67021W400,development
67022C106,development
67022C205,development
67022C304,holdout
67022R111,development
670346105,development
67054R112,development
67054R203,development
67058H102,development
67059N108,development
67059NAH1,development
67059NAK4,holdout
67061E104,development
67061T101,development
67062C107,development
67062F100,development
67062M105,development
67063V104,holdout
67064R102,development
670651108,development
670656107,development
670657105,development
670663103,holdout
67066G104,holdout
67066V101,development
67066X107,development
67066Y105,development
670682103,development
670695105,development
670699107,development
67069Y102,holdout
6706ER101,development
670703107,holdout
670704AJ4,development
67070X101,holdout
670713635,development
67071B108,development
67071L106,development
67072C105,development
67072T108,holdout
670734102,holdout
67073B106,holdout
67073D102,development
67073S307,development
67074Y105,development
670750108,development
67077M108,holdout
67079A102,holdout
67079K100,holdout
67079K118,holdout
67079U108,holdout
67079U207,development
67079U306,development
67079X102,development
67079Y100,development
67079Y118,holdout
67079Y209,development
67079Y308,development
67079Y407,holdout
67080D103,development
67080M103,development
67080N101,development
67080N119,development
67080NAA9,development
67080R102,holdout
67080T108,development
670837103,holdout
67086U307,development
67086U406,development
67090S108,holdout
67091J503,development
67091J602,holdout
670928100,development
67092M125,development
67092M208,holdout
67092P102,development
67092P110,development
67092P201,development
67092P300,holdout
67092P409,development
67092P508,development
67092P607,development
67092P672,development
67092P680,development
67092P698,development
67092P706,development
67092P714,development
67092P730,development
67092P748,development
67092P755,development
67092P763,development
67092P797,development
67092P805,development
67092P813,development
67092P821,development
67092P839,holdout
67092P847,development
67092P862,development
67092P870,development
67092P888,development
670972108,development
67098H104,development
671005114,development
67103B100,development
67103H107,development
67103X102,development
671044105,development
671044AF2,development
67109R109,development
67111Q107,holdout
67113Y405,development
67113Y603,development
67119K102,development
67125A106,holdout
671807105,holdout
67401P405,holdout
674215207,holdout
67421J108,holdout
67421J207,development
674434204,development
674434303,development
674482203,development
674599105,development
674599162,development
674870506,holdout
675222400,development
675232102,development
675234108,development
675507115,development
675746606,development
67576A100,development
67577C105,development
67577R102,development
676118201,development
67613T104,holdout
676206105,development
67623C109,development
67623C307,holdout
67623L117,development
67623L307,development
67623L505,development
67644C104,development
67644C112,development
677719106,development
677864100,development
678026105,development
678026AK1,development
679295105,holdout
679295AD7,development
679295AF2,development
679369108,development
679580100,development
680033107,development
680194107,development
680223104,holdout
680277100,development
68062P106,development
680665205,development
680710100,development
681116109,holdout
68134L109,development
68162K106,development
68170A108,development
681919106,development
681936100,holdout
682095104,development
68213N109,development
68213NAD1,development
682143102,development
68217N105,development
682189105,development
682189AS4,development
682189AU9,holdout
68218C116,development
68218J103,holdout
68218J111,development
682310875,development
68232V801,development
68232V884,development
68235B208,development
68235C206,development
68235P108,development
68236H204,development
68236P107,holdout
68236P206,development
68236V112,development
68236V203,development
68236V302,development
68236V401,development
68236X100,holdout
68236X118,holdout
68237F108,holdout
68237Q203,development
68237V103,holdout
682406103,holdout
68243Q106,development
68247Q102,development
68247Q201,holdout
68247W109,development
68248T204,development
682680103,development
68268W103,development
68270C103,development
68277K207,development
68277Q105,development
68278B107,development
68280L101,development
68287N100,development
683344105,development
683373302,holdout
683373401,development
68339B104,development
683416101,development
68347P103,development
683712103,development
683712129,development
683712137,development
683712145,holdout
683715106,development
68373J104,development
68373L406,development
68373M107,holdout
68375N103,holdout
68376D104,development
683797104,development
683827208,development
68384X209,holdout
68386H103,holdout
68386J208,development
68389X105,development
68389X204,development
68390D106,development
68401P403,development
68401U204,development
684023500,development
684023609,development
68403P203,holdout
68404L201,development
68404V100,holdout
68404V209,development
684060106,development
68417L107,development
68554V108,holdout
68557F118,development
68557F209,development
68557F308,development
68570P200,development
68571X301,holdout
68572M106,development
68617J100,development
68619K204,development
68620A203,development
68620A302,development
68620P705,development
68621F102,development
68621T102,holdout
68622D106,development
68622D114,development
68622D205,development
68622E104,development
68622E112,holdout
68622E203,development
68622P109,development
68622V106,holdout
686275108,development
686275207,development
68627G104,development
68628V308,development
68629Y103,development
686330101,holdout
68634K106,development
686688102,development
686688AB8,development
687380105,development
68752L100,development
68752M108,development
687604108,development
68764Y207,development
687793109,development
688239201,development
68827L101,development
68828E114,development
68828E809,development
68839C206,holdout
68840D102,development
68840D110,development
68902V107,holdout
689648103,development
68989M129,development
68989M202,development
69002R103,development
69002RAB9,development
690045109,development
69007J106,development
69007J304,holdout
69012T206,holdout
69012T305,holdout
690145107,holdout
690145206,development
69036R863,development
690370101,development
690469101,development
69047Q102,holdout
690732102,development
690742101,holdout
69120X206,development
69121K104,holdout
69122G102,holdout
691497309,development
691543102,development
691543847,holdout
